Study.number,Study.code,Study.reference,Experiment.number,Study.short.name,Retrieved.from,Document.Type,On.money.priming.,Empirical.,Random.Assignment,Neutral.Comparison.,Eligible.,Why.not.,Able.to.compute.effect.size.,Included.,Notes,dep,prime,prime..extra.notes..,year.,jrnl,published,replication,Preregistered,Prime.Type..coder.1.,Prime.Type..coder.2.,Prime.Type..coder.agreement.,Prime.Type..final.code.,Setting..coder.1.,Setting..coder.2.,Setting..code.agreement.,Setting..final.code.,Behavioral.vs.non.behavioral..coder.1.,Behavioral.vs.non.behavioral..coder.2.,Behavioral.vs.non.behavioral..code.agreement.,Behavioral.vs..Non.behavioral,Problems.,Multiple.DV.,Interaction.,Notes..1,X2nd.factor,Simple.main.effect,Interaction.Identification..1.Largest.predicted.effect.,Notes.1,Contact.Author.,Information.to.seek,Aggregated.across.DVs.,d,var.of.d,g,var.of.g,Notes.,Notes.....1st.DV,Effect.size..D...Reported.,significance,n1,n2,N,m1.,m2,sd1,sd2,Direction.of.Effect,d.from.M.SD.n,Variance.of..d,g.from.M.SD.n,Variance.of.g,log.odds.ratio,percent1,percent2,Odds.ratio,A,B,C,D,variance.of.log.odds.ratio,Type.of.test.statistics,Value.of.test.statistics,converted.d,variance.of.d,converted.g,variance.of.g,Notes..2nd.effect.size,Effect.size..D...Reported..,Significance,n1.,n2.,N.,m1..1,m2.,sd1.,sd2.,Direction.of.Effect.1,d.from.M.SD.n.1,Variance.of..d.1,g.from.M.SD.n.1,Variance.of.g.1,log.odds.ratio.1,variance.of.log.odds.ratio.1,Type.of.test.statistics.1,Value.of.test.statistics.1,converted.d.1,variance.of.d.1,converted.g.1,variance.of.g.1,Notes..3rd.effect.size,Effect.size..D...Reported...1,Significance.1,n1..1,n2..1,N..1,m1..2,m2..1,sd1..1,sd2..1,Direction.of.Effect.2,d.from.M.SD.n.2,Variance.of..d.2,g.from.M.SD.n.2,Variance.of.g.2,Notes.2,Effect.size..D...Reported...2,Significance.2,n1..2,n2..2,N..2,m1..3,m2..2,sd1..2,sd2..2,Direction.of.Effect.3,d.from.M.SD.n.3,Variance.of..d.3,g.from.M.SD.n.3,Variance.of.g.3,keepformulas
304,304c,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",5,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 5",E-mail,Journal,1,1,1,1,1,,1,1,,Distress Rating,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304a,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Social Exclusion (Excluded vs. Included),Social Exclusion = Included,0,,,,0,0.653197,0.078025,0.643731,0.075779,,,,1,27,27,54,,,,,1,,,,,,,,,,,,,,F,5.76,0.653197,0.078025,0.643731,0.075779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
304,304d,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",6,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 6",E-mail,Journal,1,1,1,1,1,,1,1,,Reported Pain,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304b,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Pain (High pain vs. Moderate pain),Pain = High,1,,,,0,1.559113,0.108655,1.533554,0.105121,,,,1,24,24,48,,,,,1,,,,,,,,,,,,,,F,29.17,1.559113,0.108655,1.533554,0.105121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
304,304d,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",6,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 6",E-mail,Journal,1,1,1,1,1,,1,1,,Reported Pain,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304b,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Pain (High pain vs. Moderate pain),Pain = Moderate,0,,,,0,0.623832,0.087387,0.613605,0.084545,,,,1,24,24,48,,,,,1,,,,,,,,,,,,,,F,4.67,0.623832,0.087387,0.613605,0.084545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
401,401,"Kushlev, K., Dunn, E. W., & Ashton-James, C. E. (2012). Does affluence impoverish the experience of parenting? Journal of Experimental Social Psychology, 48, 1381–1384.",2,"Kushlev, K., Dunn, E. W., & Ashton-James, C. E. (2012), Study 2",Vohs 2016,Journal,1,1,1,1,1,,1,1,,Sense of meaning and purpose,Pictures,Sticker with money,2012,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,0.529293,0.062728,0.523066,0.061261,,,,1,33,33,66,3.33,4.14,,,1,,,,,,,,,,,,,,t,2.15,0.529293,0.062728,0.523066,0.061261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
402,402a,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",1,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 1",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion on Sarah Scenario. DV2: Compassion on John scenario.  DV3: Empathy on Sarah Scenario. DV4L Empathy on John Scenario. DV5: Unprofessionalism on Sarah scenario. DV6: Unprofessionalism on John scenario. ,Sentence descrambling,,2012,Organizational Behavior and Human Decision Process,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,0,6 DVs. Means and SD available for all DVs. DVs not incorprated at this moment. ,,,,,1,Correlations between the 6 DVs,1,0.382732357388803,0.0198800058381528,0.375731155729252,0.0191415733567328,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
402,402b,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",2,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 2",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion. DV2: Empahty. DV3: Unprofessionalism. ,Story telling using economics-related words,,2012,Organizational Behavior and Human Decision Process,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,1,0,3 DVs.,,,,,1,Correlation between the three DVs of interest,1,0.491459863051418,0.0233883167140332,0.486268385624819,0.0228968071322255,,DV1: Compassion,,1,40,40,80,5.9,6.63,1.84,0.93,1,0.500746413811017,0.0515671685684037,0.49591606255239,0.0505771019641345,,,,,,,,,,,,,,,,DV2: Empathy,,1,40,40,80,4.54,5.11,1.2,1.24,1,0.467150346820081,0.0513639340408383,0.462644073378086,0.0503777694487245,,,,,,,,,DV3: Unprofessionalism,,1,40,40,80,4.21,3.43,1.53,1.55,1,0.506482828523157,0.0516032803474301,0.501597142074381,0.0506125204131327,,,,,,,,,,,,,,,,FALSE
402,402c,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",3,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 3",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion. DV2: Empahty. DV3: Unprofessionalism. ,Sentence descrambling,,2012,Organizational Behavior and Human Decision Process,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,1,3 DVs.,Consequences of bad news (Economic vs. Non-economic),Consequences of bad news = Economic,1,,1,Correlation between the three DVs of interest,1,0.220433769110136,0.0289223565138907,0.217481531130982,0.0281528382990859,,DV1: Compassion,,1,30,35,65,24.5,30,9.22,15,1,0.43405502780393,0.0633540216521609,0.428867119105078,0.0618486333184315,,,,,,,,,,,,,,,,DV2: Empathy,,1,30,35,65,4.72,5.27,1.05,1.11,1,0.507945183930345,0.063889441211516,0.501874125955082,0.0623713304911522,,,,,,,,,DV3: Unprofessionalism,,0,30,35,65,3.28,3.7,1.48,1.51,-1,-0.280698904403868,0.0625108532504045,-0.277343937418962,0.0610254998859205,,,,,,,,,,,,,,,,FALSE
402,402c,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",3,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 3",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion. DV2: Empahty. DV3: Unprofessionalism. ,Sentence descrambling,,2012,Organizational Behavior and Human Decision Process,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,1,3 DVs.,Consequences of bad news (Economic vs. Non-economic),Consequences of bad news = Non-economic,0,,1,Correlation between the three DVs of interest,1,-0.0779000977279017,0.0249476931095265,-0.0769727156120934,0.0243572360872347,,DV1: Compassion,,1,35,37,72,22.71,19.46,14.72,7.8,1,0.278140764785834,0.0561356936889809,0.275150003874158,0.0549349648957723,,,,,,,,,,,,,,,,DV2: Empathy,,0,35,37,72,4.16,4.05,0.94,1.06,-1,-0.109615454492455,0.0556818969030638,-0.108436793691461,0.0544908747123982,,,,,,,,,DV3: Unprofessionalism,,0,35,37,72,3.29,3.08,1.24,1.47,1,0.154055926094583,0.0557632696843227,0.152399410760233,0.0545705069497176,,,,,,,,,,,,,,,,FALSE
500,500a,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",1,"Hüttl-Maack, V. & Gatter, S. (2017), Study 1",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = no,0,,,,0,0.223009660799718,0.02236037030225,0.222068691766808,0.0221720732851594,,,,0,90,90,180,4.43,4.17,1.21,1.12,1,0.223009660799718,0.02236037030225,0.222068691766808,0.0221720732851594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
500,500a,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",1,"Hüttl-Maack, V. & Gatter, S. (2017), Study 1",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = yes,1,,,,0,0.360954180220641,0.0225841331117188,0.359431166801989,0.0223939517846194,,,,0,90,90,180,4.88,4.43,1.18,1.31,1,0.360954180220641,0.0225841331117188,0.359431166801989,0.0223939517846194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
500,500b,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",2,"Hüttl-Maack, V. & Gatter, S. (2017), Study 2",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = no,0,,,,0,0.0530505611779176,0.0571629597288664,0.0524632855929222,0.0559043643137498,,,,0,35,35,70,3.68,3.6,1.41,1.6,1,0.0530505611779176,0.0571629597288664,0.0524632855929222,0.0559043643137498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
500,500b,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",2,"Hüttl-Maack, V. & Gatter, S. (2017), Study 2",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = yes,1,,,,0,0.548629574064701,0.0592928172109887,0.542556183945904,0.0579873272880551,,,,0,35,35,70,4.85,4.07,1.49,1.35,1,0.548629574064701,0.0592928172109887,0.542556183945904,0.0579873272880551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
501,501a,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",1,"Kim, H.J. (2017), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.591738760318065,0.0635206955137696,0.587103730863876,0.0426028304105243,,,,?,49,49,98,,,,,,,,,,1.07329448068382,0.429,0.204,2.925,21,28,10,39,0.208974358974359,,,0.591738760318065,0.0635206955137696,0.587103730863876,0.0426028304105243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
501,501b,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",2,"Kim, H.J. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Beer consumption situation,Situation = Private,0,,,,0,-0.546650864566403,0.0904733619284212,-0.539789138232933,0.0669260255462193,,,,1,31,31,62,,,,,,,,,,-0.991514153111743,0.27,0.48,0.371014492753623,8,23,15,16,0.297644927536232,,,-0.546650864566403,0.0904733619284212,-0.539789138232933,0.0669260255462193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
501,501b,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",2,"Kim, H.J. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Beer consumption situation,Situation = Public,1,,,,0,0.443675823010368,0.0898099482957548,0.438198343713944,0.0650703521028269,,,,1,32,31,63,,,,,,,,,,0.804738245968408,0.45,0.25,2.23611111111111,14,18,8,23,0.295462387853692,,,0.443675823010368,0.0898099482957548,0.438198343713944,0.0650703521028269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
501,501c,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",3,"Kim, H.J. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Coffee consumption situation,Situation = Private,0,,,,0,-0.420190187971191,0.15825430655607,-0.409597158022337,0.127758746782301,,,,0,16,16,32,,,,,,,,,,-0.762140052046897,0.41,0.63,0.466666666666667,7,9,10,6,0.520634920634921,,,-0.420190187971191,0.15825430655607,-0.409597158022337,0.127758746782301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
501,501c,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",3,"Kim, H.J. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Coffee consumption situation,Situation = Public,1,,,,0,0.9229123576339,0.424283173255317,0.900402300130634,0.13422909334924,,,,0,17,16,33,,,,,,,,,,1.67397643357167,0.94,0.75,5.33333333333333,16,1,12,4,1.39583333333333,,,0.9229123576339,0.424283173255317,0.900402300130634,0.13422909334924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
502,502a,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017). Money priming affects consumers' need for uniqueness. Social Behavior and Personality: an international journal, 45(1), 105-114.",1,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Need for uniqueness,Thinking,,2017,Social Behavior and Personality,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.690685007042544,0.0812544631084034,0.682559301077338,0.0642200437799497,,,,1,33,33,66,,,,,,,,,,1.25276296849537,0.6765,0.3636,3.5,22,11,12,21,0.267316017316017,,,0.690685007042544,0.0812544631084034,0.682559301077338,0.0642200437799497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
502,502b,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017). Money priming affects consumers' need for uniqueness. Social Behavior and Personality: an international journal, 45(1), 105-114.",2,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Need for uniqueness,Pictures,,2017,Social Behavior and Personality,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.488111308256783,0.037175261162496,0.485491748462918,0.0290079318635498,,,,1,71,71,142,,,,,,,,,,0.885335232780374,0.6944,0.4744,2.42379679144385,49,22,34,37,0.122301500452761,,,0.488111308256783,0.037175261162496,0.485491748462918,0.0290079318635498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
502,502c,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017). Money priming affects consumers' need for uniqueness. Social Behavior and Personality: an international journal, 45(1), 105-114.",3,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Need for uniqueness,Pictures,,2017,Social Behavior and Personality,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.688397330062681,0.0584523381287631,0.683005183874201,0.0432341371634563,,,,1,49,49,98,,,,,,,,,,1.24861358494856,0.7593,0.4723,3.48550724637681,37,12,23,26,0.192300159691464,,,0.688397330062681,0.0584523381287631,0.683005183874201,0.0432341371634563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,FALSE
504,504a,"Mok, A., & De Cremer, D. (2017). Too tired to focus on others? Reminders of money promote considerate responses in the face of depletion. Journal of Business and Psychology, 1-17.",1,"Mok, A., & De Cremer, D. (2017), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Self-centeredness,Thinking,,2017,Journal of Business Psychology,1,0,0,4,4,1,4,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Ego-Depletion,Ego-depletion = High,1,,,,0,0.478482587795653,0.0478427069001374,0.474197669098975,0.0469896593928335,,,,1,43,43,86,9.62,7.24,4.52,5.39,1,0.478482587795653,0.0478427069001374,0.474197669098975,0.0469896593928335,,,,,0,43,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
504,504a,"Mok, A., & De Cremer, D. (2017). Too tired to focus on others? Reminders of money promote considerate responses in the face of depletion. Journal of Business and Psychology, 1-17.",1,"Mok, A., & De Cremer, D. (2017), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Self-centeredness,Thinking,,2017,Journal of Business Psychology,1,0,0,4,4,1,4,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Ego-Depletion,Ego-depletion = Low,0,,,,0,-0.415957686458794,0.0475175627728148,-0.412232692251701,0.0466703126671485,,,,1,43,43,86,7.89,9.88,5.24,4.28,-1,-0.415957686458794,0.0475175627728148,-0.412232692251701,0.0466703126671485,,,,,0,43,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
504,504b,"Mok, A., & De Cremer, D. (2017). Too tired to focus on others? Reminders of money promote considerate responses in the face of depletion. Journal of Business and Psychology, 1-17.",2,"Mok, A., & De Cremer, D. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Helpfulness,Thinking,,2017,Journal of Business Psychology,1,0,0,4,4,1,4,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Ego-Depletion,Ego-depletion = High,1,,,,0,0.975459658172676,0.224058359607828,0.959111172281514,0.0952674971609378,,,,1,24,23,47,,,,,,,,,,1.769286613376,0.92,0.67,5.86666666666667,22,2,15,8,0.737121212121212,,,0.975459658172676,0.224058359607828,0.959111172281514,0.0952674971609378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
504,504b,"Mok, A., & De Cremer, D. (2017). Too tired to focus on others? Reminders of money promote considerate responses in the face of depletion. Journal of Business and Psychology, 1-17.",2,"Mok, A., & De Cremer, D. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Helpfulness,Thinking,,2017,Journal of Business Psychology,1,0,0,4,4,1,4,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Ego-Depletion,Ego-depletion = Low,0,,,,0,-0.437331341477039,0.258445636228241,-0.429834232766004,0.0890354206765012,,,,1,23,23,46,,,,,,,,,,-0.793230639116928,0.83,0.93,0.452380952380952,19,4,21,2,0.850250626566416,,,-0.437331341477039,0.258445636228241,-0.429834232766004,0.0890354206765012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
504,504c,"Mok, A., & De Cremer, D. (2017). Too tired to focus on others? Reminders of money promote considerate responses in the face of depletion. Journal of Business and Psychology, 1-17.",3,"Mok, A., & De Cremer, D. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Self-centeredness,Thinking,,2017,Journal of Business Psychology,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Ego-Depletion,Ego-depletion = High,1,,,,0,0.705017488120677,0.0801877232208018,0.694598510463722,0.0778351556415364,,,,1,27,26,53,4.1,3.47,1.04,0.71,1,0.705017488120677,0.0801877232208018,0.694598510463722,0.0778351556415364,,,,,0,27,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
504,504c,"Mok, A., & De Cremer, D. (2017). Too tired to focus on others? Reminders of money promote considerate responses in the face of depletion. Journal of Business and Psychology, 1-17.",3,"Mok, A., & De Cremer, D. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Self-centeredness,Thinking,,2017,Journal of Business Psychology,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Ego-Depletion,Ego-depletion = Low,0,,,,0,-0.293427477072543,0.0777509585028958,-0.289003947267429,0.0754243787239525,,,,1,26,26,52,3.74,4.04,1.09,0.95,-1,-0.293427477072543,0.0777509585028958,-0.289003947267429,0.0754243787239525,,,,,0,26,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
505,505a,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",1,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Pictures,,2017,Organizational Behavior and Human Decision Processes,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.481927710843373,0.0316625166095336,0.479098389644684,0.0312918366823146,,,,1,65,65,130,3.27,2.87,0.83,0.83,1,0.481927710843373,0.0316625166095336,0.479098389644684,0.0312918366823146,,,,,0,65,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
505,505b,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",2,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Descrambling,,2017,Organizational Behavior and Human Decision Processes,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,1,,Instrumentality,Instrumentality = High,1,,,,0,0.254240838556721,0.0403231920199501,0.252290141585698,0.039706795608685,,,,1,50,50,100,6.47,6.11,1.28,1.54,1,0.254240838556721,0.0403231920199501,0.252290141585698,0.039706795608685,,,,,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
505,505b,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",2,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Descrambling,,2017,Organizational Behavior and Human Decision Processes,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,1,,Instrumentality,Instrumentality = Low,0,,,,0,0.118077297183035,0.0400697112405503,0.11717133326603,0.039457189637675,,,,1,50,50,100,5.97,6.12,1.3,1.24,1,0.118077297183035,0.0400697112405503,0.11717133326603,0.039457189637675,,,,,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
505,505c,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",3,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Descrambling,,2017,Organizational Behavior and Human Decision Processes,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,1,,Competence,Competence = High,1,,,,0,0.842164936107314,0.0478582855119973,0.835048049323308,0.0470528308516447,,,,1,46,45,91,5.18,6.51,1.44,1.71,1,0.842164936107314,0.0478582855119973,0.835048049323308,0.0470528308516447,,,,,0,46,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
